('38375e5428c052d172da731a4c854ead9ace7bea0036e3c2568a06a8cc68f8f2', (('0', '0.01'), ('1', 'b2add0cbd618593d503e50848e1cfc4bf32b80483f20070805d1dc8bf36010e5')))
('801bbd3ff3bc2dbfd92f925726e08a6be9fdef382ec34047644fbaaef0e9fa6b', (('1', '10'), ('1', '75ee91865cb9e77dc6de6940b60f7ae9518f55cde05474cb60209d69b4f7bf52')))
('af941e12fcc395e0bc82c80ac4c94f8982e7c6bca1d3c2a621e81fc27aa6409c', (('1', '1.2'), ('0', '2178f50024f46b04c609dc677ebeaaa4f5c29272ea8590889949f652c46ce3ae')))
('a6c58020adc06d2fa8a29996d3b031f663fbd8e47a7b9147fa78ea1fdcf7a8f0', (('1', '0.03'), ('0', 'ed3dfd0e616b86a42924ca73c94c41f16c82762ab91aa9eec8d15a0e9667a30f')))
('6835b9e30587ace79ee6cc72e1cfca3c096c47cbe88510abed7ded1c428a0593', (('0', '0.01'), ('1', 'd26460eb3af7a14db2b09718bbf0218cb71ebcd409f5bf540a96b48a7905938a')))
('b6c662569d8eec5c646fb8f45881b06fc465c76d3cba0f0017ea14fc7729348c', (('0', '0.001'), ('1', '00db651f68daff2c4e11f4f5f0eef19acb66953a17728fb926285aff00ca1e8b')))
('3b79f96dfba5e7cd9a7a299814ad7c6770c6df8cfe2c3227ff9d93c0fe9cf595', (('0', '0.000679'), ('0', '1e2ae3e27bb5c8e046999f03d5243b2dc20cff1de4cab29ee0d920dde9014423')))
('a83d5e39cd9011a22bdabf553280c70d721e2ca94a432d497019b665953fbc1f', (('0', '0.01'), ('1', '0a95f60cf3e860f720f236a168e87acdceb7fb12ad59fb620d9e6b17cb257cf2')))
('dda2f35e4ddced71284a8913b2442c7548cf6a41b380eabdf895bc7b9e9d1e1b', (('1', '0.0423'), ('1', '51fc5d4ce12bf2eade9c13f9c471888b2840b369e416d8eaa38503174e510a2a')))
('c4f924ed531f4f8ba470b8e674afd553b9fb5de633baa51d97a2190366094072', (('0', '0.001069'), ('1', '7ca1a1bfe02870dffd69abee50ff7324db06dc093c7a3ba5b8bc58ce22d1cc90')))
('c4f924ed531f4f8ba470b8e674afd553b9fb5de633baa51d97a2190366094072', (('0', '0.001069'), ('1', '0c67bc5e98b57fe9fbc9b8565ded63186443d11ac5f380669e74615955e59fe0')))
('d1567d53a9d0f62ef3661ec679ac9d574ca5efcb0f187018e40cdb4f0bd9beb0', (('0', '0.2985'), ('0', 'ec7c4e46c7da2ad4d2044be48f9a27f2bb6dcdeffd494461200ad62c398ca77d')))
('62a03ee8be1c0f44c0b3b11dae588fcaea4cb7333a4e2dda2670f1a52a655ddb', (('0', '0.0099'), ('1', '1ead37f9911a619e2f70d791a5cb9c31860f9123f2ea3dffafe60a9a225c31dd')))
('12087676fe0aaa3587dd7b6f3492e154e97102257c80fdc0933c7bb948934837', (('0', '0.0251371'), ('1', 'fc8b6728104bd423d3ee3671ec3017343431f8397dfef910985049755874ced5')))
('cfa13168a58d55726fdc6f4e435fc3175d3b14f63230512282ae7bb8e20236fa', (('0', '0.0015'), ('284', '1daa8a6cc3a57de3ef5c95518004aa13b8c2d557930464589de883a5b205c128')))
('cfa13168a58d55726fdc6f4e435fc3175d3b14f63230512282ae7bb8e20236fa', (('0', '0.0015'), ('12', '260e7ffe81977ec9cabb6428e64b532fe328975c64acbadb386b1d8f4b6ec6b3')))
('cfa13168a58d55726fdc6f4e435fc3175d3b14f63230512282ae7bb8e20236fa', (('0', '0.0015'), ('0', '11306862fdaa23750c087ece5c15800b9392821bf41d522a7d5e4117b1da259c')))
('9e5d41cef89675668f2181e0f4ae0efad6cce4785e9e7b4cad0b112e5fbc93a2', (('1', '3.14159265'), ('0', '36b4716797de99bfed4d0bdbd468bc09e680a8b57eb0ed8d54b8649108f16acc')))
('852abc9706d952478ec53b307961695ba627336c38a92865c910b7b96ab4ed6f', (('1', '3'), ('0', 'e9e5b411c224e15c092c40beb50c6380c10eed99b1b946e3325a34599b036c7e')))
('c44882e82686b963b9b37d7aceb2c7e78707963fa387e51fd93ece654bd62235', (('0', '0.05'), ('1', 'afac9acb251e0c41643c8906ecefc27cb69739607a34fdf53f16275d5a90dd43')))
('fb004152ccc1c33c0125f39b0f17ffcf987725c8e672dd5ea9d42bae6d4a7cf0', (('1', '0.25'), ('0', 'fab25583eed9e63c916c788b532b0735c40922b3952913b2c81a417bcdc5662e')))
('f2fb26c060f3df21f4fb8c6b5e708d2c02e24dd0648bd60f277bd61952b0783c', (('1', '1'), ('1', '6494fb2703f5cce686103937b5659043403e196e04da0ef8f9948accc7fe65c3')))
('0dd281d76bad25081d1e5e0d2b7698c0cb5d85d9afbf6cef9ba73cd552fac8ca', (('1', '0.18'), ('1', '17b0553aaab4fa09477c75d40b91489650b396336b1939e2eabd78ec2d83df92')))
('0dd281d76bad25081d1e5e0d2b7698c0cb5d85d9afbf6cef9ba73cd552fac8ca', (('1', '0.18'), ('1', 'bb89fd40af1f60b1fd12fdeb663a605b8a0889f6a889ff1fc63f7baa1cbae797')))
('0dd281d76bad25081d1e5e0d2b7698c0cb5d85d9afbf6cef9ba73cd552fac8ca', (('1', '0.18'), ('1', '7c6b1f8e359ec3e7f1e8d83c92255a265aff7645225acf518e338c5e6b52a1c3')))
('0dd281d76bad25081d1e5e0d2b7698c0cb5d85d9afbf6cef9ba73cd552fac8ca', (('1', '0.18'), ('1', '012193460290117ac7cb8bdd195dec40c326911268aad8e1ab34d65a9540d308')))
('0dd281d76bad25081d1e5e0d2b7698c0cb5d85d9afbf6cef9ba73cd552fac8ca', (('1', '0.18'), ('0', '7cdacff0f350a277c1fbb19fae49a53ca40256eb2eda9ccc774a30a9960ae553')))
('0dd281d76bad25081d1e5e0d2b7698c0cb5d85d9afbf6cef9ba73cd552fac8ca', (('1', '0.18'), ('1', '5faa66dd3d1ac214d083d8ed36b41516afef4f82d196191b9b42eea50ffed250')))
('0dd281d76bad25081d1e5e0d2b7698c0cb5d85d9afbf6cef9ba73cd552fac8ca', (('1', '0.18'), ('1', '4764a733b0885b199d0db31e99e89c8d751c92386778c94b42d74c1bc8e7841b')))
('fa1400fa73645ac55cedaf974bc381267573db4f2831b40f9a9664868865f7a6', (('1', '0.5'), ('0', '499d0afd25d577b62bfd385c575ddfa77ae86c84c50952817a0f880c67b9c5f3')))
('1e3a4859c9b8ba1fd443f3fe347b37ff8c2e2d66cd62c5226fc3283520062e29', (('0', '0.05'), ('1', '64b969d0495c9bb81c52bf79f9a7f24566feb6d6b9a1cf7bd471fa13ac3d5992')))
('09464a9bdaa1134c69214c86f5b140ea2fdb21f7bda70c5ed560208a8f02172b', (('0', '23.58'), ('0', '352c6fc98f21a036a74d12100a838605a5bb0fc7534b1fd6bd9a790f1b8dd976')))
('8ccc61497fd6feefe11eb924a1a959c0405013ab00c797f365f760999f91c3c6', (('0', '0.25'), ('1', '3ab09592862882659cc210f57b3aed8ac769ef4783d20094c627c1b778b5fad4')))
('83be63e7df1ae8b5c4a35a3ffe0d559320cb5d46059eef47b7466f34564920ff', (('0', '0.2'), ('1', '909f3a23d2012ae419c378e442dd91aa6e72bf1016f428ecba56bdba1298a90c')))
('9f1299c95fbdd8f0a6d26203e6176b9353bbfffcbcbb67eb6b30eb3d01430909', (('1', '0.001'), ('1', 'ea0a0884588b46d8e2f94a0503fcbc20b0046cfd92e84375b1b21f5157d8aa35')))
('0f5b41a8270f059c0764f5ea02c128893facfd285c949b74426cf34a18d5c980', (('0', '0.01'), ('1', 'f7428e242a4fd9ece253158de0da8e4d6243f13b68b7c6e33d638b1422c61c08')))
('8d51e08405286fdca09ddfffb53fec040a3487f5a530cf27a33e6f1db5076855', (('48', '9.6e-06'), ('26', '8310eb4a7f1335062197896f7f321a6a9f90e54e91c1e9ace0bcf01847c0d246')))
('72ea0f3fa50248125e93411fa461fb6943a006021677d169b74b243230a44e32', (('1', '0.1'), ('1', '684e28d3633e5081a94be7f6504e82e5228b3c9fdedb993c79cb8ddf833d1ac8')))
('79d16cf5551286b3c3a5a4e4b57571d13f5206c4819b2a718bd3d0782f0fcb5e', (('1', '0.15'), ('0', 'a5b3fae43295c4ead71c911c0d5c6449d7f8429d4832b669e863de6a5c30490f')))
('ca01ca7825c8eecf78291100bc26d1ae6041c282c2d76e8334be55d04d493f81', (('0', '0.0099'), ('0', '474e2068c9ffbf956d1a89b7eaf1bdf40ee0b45b552aa0e88eca3e020dda218f')))
('dec5b3bdffa5fe97df330ba818cea2ca82f07e21bb71841a33a2d770cd94eb20', (('0', '0.009'), ('0', '0ec1885454b4bda9d2807d9924db9441003bda7c1adc219f271ae958a944b39c')))
('e3d9f3d7f2f4fe555919d13be5d01c6a9c60c7931ce1b03880ae248d9d3c5c84', (('0', '0.01345'), ('0', 'df58e217e58315b145fde1096e53abc139366c10d9945766c0b0175cf9ad33f4')))
('e3d9f3d7f2f4fe555919d13be5d01c6a9c60c7931ce1b03880ae248d9d3c5c84', (('0', '0.01345'), ('1', '7fc77797205422b86ca0bec0b90be5e48787f868efd30eb6e6be70d972558198')))
('34d4ad12d5bb915db6612a4fc495f652be68abdd8fa73867510582c31764ea2f', (('0', '0.02911282'), ('0', '246b96600c70b881607c75c7bd5b3ad7f5bbb6c18c34f8abf5e20a47f176604c')))
('bf9c9e44b19fab4ed8401c7e343c190c045c4b2de104156afd82cc46d3b3c641', (('1', '0.15'), ('0', 'b1ed76e6d665cb595d641486ea5ddd45b8514ce0d9d306fd28e00894a846227e')))
('16d94333798798632f5de8336c934e8f647d85c1f8f9ddb8f53e1730401e4f29', (('0', '1'), ('1', '35121e4942283fe205f95028b359fdff4cc4728ebc1943725e3b2a1499579a75')))
('4f493e74c4def7d1938f2fde2f90de90fb2e211cb03f517c2277e0f32591f4e3', (('0', '0.1'), ('0', 'ffbd56922881000096d23ca28fe834efe4bab843d3d18f36901d96c315fc5503')))
('4f493e74c4def7d1938f2fde2f90de90fb2e211cb03f517c2277e0f32591f4e3', (('0', '0.1'), ('2', 'c1969115501912b8dc9fc93cd82859506b42529c77ce2af3ad82aab16af5ba82')))
('cd43e05708b2c1ea5450d83ad4ee0b5418e4c3ec259c74dace6fd088b44cef8c', (('103', '1e-08'), ('104', '7478348820dbd554693afa52de07dddd09b2897cbd0d8874bce080f5d09a33f7')))
('7b6771397b7348f55fb441eae10f54cc796266651513d0b762af24d2928d6d89', (('1', '0.00115'), ('1', '597bb21c591e48ed7d47b7aa27e6ede2c6b2f59488bfd79529ba5175dd3d31c6')))
('89c6090b31bef7da0fb591d2924ebb3e9e17a819138bd7009e328b66cc2aa1b5', (('1', '0.15'), ('1', '3b83da6e2fdac886de89ed574a626089c275e7e386370edb190e7f659e90f59d')))
('3233ef9ddbb3377714605a156e7fec3c9e3ae500676ce23ba860c4350f2e7b31', (('1', '0.04'), ('0', 'e70ec659e34d496418326f71df11bb757e54e0853d327a19b8033fc1a102ab6e')))
('b3b8c1e2a4418d80d739db251707625aa6088cf4b9b45ad1c92931765f3e85ed', (('1', '1'), ('1', 'c19688ffd64ef169f568e2d6344e09fd96cfcd5e90f78a5d257f160d202b6f11')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('54', 'de9952cc7f316c6dca4629819208162bb5489c36bb2387562c3475304a722c30')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('56', '241c4760c2288001ff87a719256472c67a5fa5ffbf8c49d434c7abc5a29a50f0')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('65', '5bb062e6025e01833640e0cb532c4889f01fdddc7c6100dd5c534503150ac735')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('54', '4026865cbdba7498b427762fd122c3ab14f67669c8f4638c29f46e457e43303b')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('41', '80a0ec883c73cd80c1788aa2ced315968c73c3f48705178f0a052585b7298bb1')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('94', '6adff47da145575edd00d37dfaf997aac054a89b5bd8487e23db365411c3d51c')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('52', '95a1306ba3b393e308974eb8e298cb0cf7a200f3602ed3445ed2830cbe4c518c')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('83', '778116448e176d99d8e453109374c0c011f472c935cfd1e7bdc20e34f0884c7b')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('75', 'eb705f2d75b7b411915ea23d842da59f50fe14519c0e3a1ffd11400cc8302e7e')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('42', 'b5633fd950d264d1567e12a24a0a505c963e196d5dbb6b008965a3f79f9d8580')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('29', 'c1fd16f5fb2c55dcede51fb3a574ad4e1c34d177ff3755bfd2698d7eb94684f2')))
('283752f7d09c93f6e7af54b121db51ade4eee1a3d233a7409a9bca4c7298c376', (('0', '0.5'), ('67', 'c3a853d4ea45be3e33052822042409e194871bcb390ddaf4a5f75db2510fa65e')))
('308028d018f07c944a29605eb235fb93e59f6294ba33fb09e3620c06622e9724', (('0', '0.0659025'), ('0', '3ecbaa18578f599805db5f819f9077af4ec5f8caf38e015af3041c185151a2a8')))
('f7262d410cf6c061e715750a5b72d058dcb5bedba9afd48878d77146cea93a64', (('1', '0.1'), ('0', '3c7b501d0aa5e59da88b1fcf31d000048582a1f66d4cb92575ac8e2cecbb442e')))
('0548cc4dea700ba2252561e8a9aac0475aed66ebfb0e2ecb59a770f572ce5adb', (('0', '0.01'), ('1', '306844a6ac57b08a1af0b020f5a80c0191c0b1b90cdabf5f6fe2ec794b00f4b2')))
('0548cc4dea700ba2252561e8a9aac0475aed66ebfb0e2ecb59a770f572ce5adb', (('0', '0.01'), ('1', 'd00f20c4e8d8b59db74c86c6279c7a5812c4bad2fe5048fdd33c9f2cd6a9c707')))
('19418cb4eea7d34a600b265bc51aed2282a7a3efbd84006ea0521df3fc81fc6b', (('2', '0.0001'), ('2', '24aad8c379ac524660ce59b80c84d6e79420b7faf7914646832a0ec5f4c53e6e')))
('e78d6ad1f9d5f633908820ff5f0d1367eabc842e87976d55353100ca5563661a', (('0', '0.1'), ('8', 'd7a6d1fa83f70995a5f723d3e5718bcf6a5c825d8156bacd39137968e30c6112')))
('e78d6ad1f9d5f633908820ff5f0d1367eabc842e87976d55353100ca5563661a', (('0', '0.1'), ('8', '3334521a1525cfaa7c621baed724211b01379148d21de9c05899768e2c0b7a76')))
('e78d6ad1f9d5f633908820ff5f0d1367eabc842e87976d55353100ca5563661a', (('0', '0.1'), ('10', 'f79f36677c8302f7c2260af282ae03fae152b436c642c1497e21400ad2e09e7e')))
('e78d6ad1f9d5f633908820ff5f0d1367eabc842e87976d55353100ca5563661a', (('0', '0.1'), ('8', '871d40b58d61cebf685b7273a55847552fcbebcf68fe6ce65a4a8e503bc179e9')))
('622a16cc2a1c74e5b741b3c742f2a73a317792c9d176e6029691245a96174009', (('0', '0.5'), ('0', '7ffb20a3453f8b4e2dc2a2c88b8d0633a4e087af87c2f054cd746ceb1e320175')))
('bfe2753adb33f176482d248cf24bd8af11693f99c121932f30b5dd83b2b23504', (('1', '10'), ('1', 'a2d293a14adc9fb40d98d23a910faa00781728bffffb32c2c3816c805cf92c1a')))
('63773e12141d1f7a9e3d9b8feea4c032068b225aa96b06694fc9d0ed79ac29d2', (('1', '0.001'), ('43', '3467cffea4dc1e12fd9ff09148bb2b3fde44bda8fd2b20abbe15f14dbd9cdcce')))
('63773e12141d1f7a9e3d9b8feea4c032068b225aa96b06694fc9d0ed79ac29d2', (('1', '0.001'), ('69', '946475672fb292b7bff9c3629cd024eeea1444d57df60027c048c48426e80cd3')))
('76228e04ad6a093477de2a5ab6b0555f23e839a312e172431b986058debb87da', (('1', '1.337'), ('0', '5d8017a29b60f1a96a0c13a9509e38918dac7e6815b04d220e8b0b7a932fefac')))
('85d776209a206bc12e29105789f82d30413cf4fd13250b7ef0a75a19d164144c', (('1', '0.01'), ('0', '8675d9411bb5ec35afd59c2fdd1ed46ade506bcd70ef06c3b7b772b1f220912b')))
('e0f06407e63436cc2d495564bb163f31e68e641ca91489aed48e601bbb2336d8', (('0', '0.75'), ('1', 'f8504a46d6e79bcfbbed15e9b178c5c1d521724e21949cdc5694a92ff83326a1')))
('6c3445774bbc022cfb0fce743da8be86af0f318be57eb1ec6503b604fd1042f3', (('0', '0.1'), ('1', '778fb3627e7d8f01893498b966dfed9e63615bc034eb26b62ac292e1a7368978')))
('be2ed22bf6e993e3832bb9656bd1f58b895891011e30d386478633a3c6a5230f', (('0', '0.089'), ('1', '804af5a8728158224063166afaac05984106dca0b965c043fe6044969f16b746')))
('febbf36cc17319892e0c357e00f8eb716c7149429e9e1217deee9ad152fb5b1e', (('0', '0.005'), ('1', '742064c7ccb57a7ad75ad6122d3c8ac0e8d0b1c55d7587737b26b82bd7e5f5f5')))
('98bc5756a419141c459b085d105b04b1a0e3356ca15662ac72a796997fe9c2d4', (('0', '1e-08'), ('31', '04d117363606a9e2160d38fb57b9bd951754fa72f9748c42d251921bc527b7d9')))
('687d995d9e76f068fe275a365b7db2eb419150eb6b9cb5b1ead73a51c4e21379', (('1', '1'), ('0', 'dcb4482ab62d609c77c9e256468a61b404545d5ac36357b66e11a37de7d87cf2')))
('ccd70bba534bdc0d49a51271948a992149c0410b7ad6b0f274404bb1588902a8', (('1', '0.0016'), ('1', 'acc02c298c6bf08c2b8ddb004f1c5eb25155869a457f0b237d400ed850cff7ad')))
('ccd70bba534bdc0d49a51271948a992149c0410b7ad6b0f274404bb1588902a8', (('1', '0.0016'), ('0', '48dfc392119748f0f2cbebeec665d0c2b33bd73c2e7becacee37046462a644b6')))
('ad006f00ceab7bc9bd54434046d4b6ddd94af7cd6a2216ed9b7605bfcc1d5446', (('1', '1.777'), ('0', '744ffc94ac1dfb979c68ebe157dd2d7c818344f23d1daa5af512772efbc95da5')))
('ad006f00ceab7bc9bd54434046d4b6ddd94af7cd6a2216ed9b7605bfcc1d5446', (('1', '1.777'), ('0', '92724c0bc3fbacc5ed85b58502df5bddeb1ac38d1452596cd8cbac1e26e4e4c8')))
('f6d98df1b58ae1a6367999975980f600cc2348f4733b5c26abba34f99e6ebded', (('0', '1'), ('1', 'e19b22beefc6c1dabe294539ea45f3f2ddec7ecece533c11cf30c0eed4da8af8')))
('d16d9d790861153e685590fb16df5d4bd13aa69bb0b0db4be61c4375f31060ae', (('1', '0.22'), ('1', '96a2c38782cffada6c2b93445fbe20b5ce4e29a2ceb59fe7cf889057542f7dcb')))
('913133bffddacdb4b0a10ba009336d62bd14f354c1362498d1f27b3ec8dbcf9e', (('0', '0.1'), ('1', '509a76150750c294240f9cd38611945b6543291ab8fa2cd7e8b543b5ce22b1d5')))
('67c368057f3971e98cb0f0b39da8c94604940f1496555cee2ee787ca9cf3cc3e', (('0', '0.01'), ('0', 'ece922a9cfbecf83d8669f0e064181697d087c8f8ec027c5b051fec7e3f90ae8')))
('364899c04a5c8b73c183232ab8a4ee952a809626a7eb6c7566781850b141efae', (('3', '0.0938'), ('0', 'b741d1b26913a5cce31f13be700e1255bce82ce7f1d40bdaa2069515a2298ad5')))
('364899c04a5c8b73c183232ab8a4ee952a809626a7eb6c7566781850b141efae', (('3', '0.0938'), ('0', '036ede4d06bdac042b706ee4afce07306e11d0dd7a671ce50f166ede839191c6')))
('89af6203316704a62771214cf6bd9035cd4048150208852b23206978338c3dfa', (('0', '0.005'), ('1', '1dd82847a303f9cdc43f94e364a33890aedcbe2fa8d50e215ee48f7f33d4cd9c')))
('0d13eaf341da33f11306c7def73e76d7a957035fe960ea32273aa034d841e08f', (('1', '0.49'), ('1', '383a7ad2f60d1acb867a6fece216ad82fb65e737655b6fb49bec7399d9d4fb64')))
('b036216e236b92dd0ce81eb2148f2dff93fa711af20baaf9b4c609b398ce4c16', (('1', '1'), ('74', '705d1d626bb9a959bbcf6e38a5c06635326aecf9694ff2bbb56dd700c87ee4b2')))
('bbe90143d916ef350f2364734bee87c437a50cf53a5034f6bfe41c83cfb78ee2', (('1', '0.00123'), ('1', '9088d386214892da491e4824b88d00d49beb762cb9a8ff645b128b5996b0f508')))
('bbe90143d916ef350f2364734bee87c437a50cf53a5034f6bfe41c83cfb78ee2', (('1', '0.00123'), ('0', 'efd7435fae6711fb39f4ed84a1c239c5212d63cb65dd6064ccf83927350d403f')))
('b1f5a74e5543af18f1552ed370e441cde4ca37a20cdebbe2015bb7a35edc1719', (('1', '0.088'), ('0', '10ea4bc99a6a670af41dd9353cefb84311f07ee6720380f2891f496681d990ab')))
('06adb7e72ef8f854f565b6dbafa73f3b1b6f7ab8d2251f2a89ca7b4f7c62dfbe', (('0', '0.0095'), ('57', '442fe1cbcc91547ff3e6899b22fa0b4e7eb46c536e38ca2d5c33e20dfc603464')))
('0acc28ed6ec9dc0f9c6329649e30c0e29ed804a50a15dc86f93a95cff578ee31', (('1', '0.0002316'), ('0', 'f02f98262dd0c2ea40c7e2a07a64a3568a66500037e54c72d10e9eabeab6dcb4')))
('0acc28ed6ec9dc0f9c6329649e30c0e29ed804a50a15dc86f93a95cff578ee31', (('1', '0.0002316'), ('82', '96e2e9da0bd07c808323795b209ac6e142738772e554b9322d84c77c39358f7c')))
('5739343fcab97123de8033a4d46db2327e7d6285709ecf8a3ef025f129b8dcf7', (('0', '0.00077896'), ('6', '1438769b606f0eae875cf1c3f791b63e6b5225d93fab722a4d47fedec9ba1b18')))
('3b88f1256c522df11db81f5aedf381de59e02ab1a09bd772d7bb73b3cc17ebe6', (('0', '0.002'), ('1', '46dd1b28d7b73d6ed0f39f225192a27dc0f33964a4830d58d83ea74d87fbc689')))
('1d00b1ad19da2273fc04dc88c24bd37123f78688f8bab40f41c95defc1c48ee8', (('0', '0.02895193'), ('1', '75b58fc64b5c80884993b106ff426d0e3ba65db3509e13b5b0bb092dfde9c948')))
('66114d78812c670b3a695540e23e56143e23f31a202038af1cfa86745c6e9f9f', (('1', '2'), ('0', 'e51394433b6dcda356c51df4506f3a82b08d20a0d4c793817c47e0ab3e408aaa')))
('ad547cbc60649f5f2782126bd2b45afc91775d3dab93fbb6ed3ac00aef8921da', (('0', '0.2'), ('1', 'a75487a44f13f9fd553db93ce84bc43b43fa129fe0d4e5074d26132d46de4eb6')))
('c3b9f01884f921d1ee1709e4c93accc3a980d7ca9e3da3ccf128bb2813e163d7', (('0', '0.04'), ('1', 'f8e4c8d9d3ee7353195402d15b45291665d03e9fe9e7aebb532fe74789e3bc71')))
('019ada62cac9322fb502d4214b14da2af34f6dbfe30b36dc4f86499afec2b996', (('1', '0.996'), ('0', 'dba0596a315fc3f1c17951c4ef576084e0e735f636f8e909d565017fd2f92387')))
('105b3de92bd7e4efc953278036f0c6ebc5878171d26c06fb1b032a1265453520', (('0', '0.0455'), ('1', '0bb50b85a16ebdf06a96673e53218512d509ac1c5cc878512466ac464b5147a2')))
('aff4515db0f32370f5ed595832ea35348d2b5ec805b3d367d17b5a188a867bf3', (('0', '0.001'), ('0', '28513bc464e490795638360dcff45bc1fc28fc28dc23075cd9a0701616fd44fc')))
('aff4515db0f32370f5ed595832ea35348d2b5ec805b3d367d17b5a188a867bf3', (('0', '0.001'), ('1', '9e514e80a61b432f244685b1c8ad841fe032be017463339c2649aa5c74e1c4fe')))
('5cedaa5ee7020376a2cdca063d706fad7b095eccff54cad7da1695ab30b68a0b', (('0', '0.05'), ('0', 'c58f81e929da556325d99d07f44ac2bd5d2ee4c89c141392fc302e8987f35e5f')))
('858d4134e8458be2c1e46dce9bec3b1b82ea005fa8f64fce24db8f8ef31ed2a5', (('1', '0.2'), ('1', '0e7c82254de1b97c97632ea088d8bbe475e4c6764a82f78583e9bf480ce01776')))
('218966f6a67f8a8cb6cedfcbd2c771883e7291a939809395275b82497de35806', (('1', '0.98'), ('0', 'db977ff65b842800384fc7d82a6ae596486b56668fdf08029d295c66c0ad6e9b')))
('942d24347fbd4775d6531ab947c557edbb64a155576895f75b0552ac9c87a61f', (('103', '1e-08'), ('104', '423774735e612bd52c91380a3d08fc4187ed06e0e75ebc2eaadf0bdb1f6838da')))
('a2a4ce74d5b7e8de14ede22da0bebd0a1ebb0390aa9bd7cef7dceb63b9b407cb', (('0', '0.001'), ('1', '0c97f262a58d9e13072559260a718e6faef48cc24b7c3edf614c00b6e2f52b02')))
('b42c7c12db96f785969dc95a61a921fdb41bf536b9a65c66b1ed5dee8d79f446', (('0', '0.00513112'), ('1019', '5a6c903e7652e78641001af016f4f8df30ed438f850ff8d2ed74a34ee4f8d6c9')))
('b42c7c12db96f785969dc95a61a921fdb41bf536b9a65c66b1ed5dee8d79f446', (('0', '0.00513112'), ('1013', '99d91ee09c5c45df1db4690eb40a41a7760747d4e976653a31196967753edf60')))
('b42c7c12db96f785969dc95a61a921fdb41bf536b9a65c66b1ed5dee8d79f446', (('0', '0.00513112'), ('51', 'f7487cb6f9c6d5ec9e6d8c2a2fbab8103520f6f4baccf8acc2943c11194c7d1b')))
('b42c7c12db96f785969dc95a61a921fdb41bf536b9a65c66b1ed5dee8d79f446', (('0', '0.00513112'), ('0', 'db4fdf82e13e2da469e533041711328bf55c1c0dcb9144ceff7b378502b746bf')))
('b42c7c12db96f785969dc95a61a921fdb41bf536b9a65c66b1ed5dee8d79f446', (('0', '0.00513112'), ('2', 'e5074d0d18fe79abefe596e5528b835fa27a676ca53836014852a344d2e7c137')))
('b42c7c12db96f785969dc95a61a921fdb41bf536b9a65c66b1ed5dee8d79f446', (('0', '0.00513112'), ('0', 'a460abf4db5362c73f3f41cc56e5434307bb9f7be801fa71bb480f18df0d4967')))
('963fb9d4863abe62b0a608f59bba833fcccba9ddd4e80825d1cd3d04f18fb7e8', (('0', '0.002'), ('1', '08f0093248047805e76de17717dc0794bb98bc5fbabcc2111507c20492689c87')))
('85586a36f95544e51de1808c3234a89fbf2da2aae32c0c016f41023540526925', (('1', '0.09'), ('1', '2e07957b13af5825661d736f475b78d926e2f9da7a8cc0a506255ed3efaeb08d')))
('7df03b9915862414d9a1bf317d8afdb350394a01b1ca160a136f2f32e645290e', (('1', '2'), ('1', '87101b0410c2b948a00ecafd3dfa1901ad96ecc581b7d21f621b5d758207bb65')))
('a91341c0d8bddfc4e487f6ec54fe6945798d97635b6cc60c228544865e9fde0b', (('0', '0.01'), ('1', '8e9fc1897ec27b5d72b0f5f00eec8a115fe7fecff820e25183d09195795a5006')))
('1dc49f0346345c6fbbeb8f0fefc13311aa8c9c02d8ea9cce92cb786845a55679', (('0', '0.07'), ('1', '27198740061b13c9175dfab65843b554312f6ab8b3a06f20f0598871927d955f')))
('1dc49f0346345c6fbbeb8f0fefc13311aa8c9c02d8ea9cce92cb786845a55679', (('0', '0.07'), ('1', '0c4cda602cc95ba3c520d77a1cd7f49983e38bf27f09bed24ac652c814ece1f4')))
('1dc49f0346345c6fbbeb8f0fefc13311aa8c9c02d8ea9cce92cb786845a55679', (('0', '0.07'), ('0', 'c0d8359db4cc480a5c0bea5b2239936fe1182e03734fb5b265d334d1ee41f54d')))
